City,Region,Country,AirQuality,WaterPollution,Population
Folkestone,England,United Kingdom,75,50,51337
Gouyave,Saint John Parish,Grenada,50,75,
Valasske Mezirici,,Czech Republic,50,100,
Valledupar,Cesar Department,Colombia,50,50,544134
Nove Mesto nad Vahom,Trencin Region,Slovakia,50,50,19644
Heviz,Zala County,Hungary,62.5,37.5,
Janakpurdham,,Nepal,50,62.5,
Latacunga,Cotopaxi Province,Ecuador,58.33333333,91.66666667,77267
Puerto la Cruz,Anzoategui,Venezuela,25,100,306261
Nyeri,,Kenya,87.5,50,98908
Yasuj,Kohgiluyeh and Boyer-Ahmad Province,Iran,0,50,
Lukow,Lublin Voivodeship,Poland,62.5,50,
Litomerice,,Czech Republic,75,50,
Hattiesburg,Mississippi,United States of America,82.14285714,41.66666667,
Karlovy Vary,,Czech Republic,64.28571429,16.66666667,
Penrith,New South Wales,Australia,25,25,13295
Whitby,Ontario,Canada,86.53846154,17.30769231,138501
Ajax,Ontario,Canada,87.5,38.63636364,126666
Pickering,Ontario,Canada,75,50,99186
Des Plaines,Illinois,United States of America,100,50,
Torreon,Coahuila,Mexico,47.22222222,50,66001
Paradise,California,United States of America,75,50,
Samokov,Sofia Province,Bulgaria,50,50,35384
Sohag,Sohag Governorate,Egypt,25,100,
Badulla,Uva Province,Sri Lanka,50,50,42923
Jagodina,Pomoravlje District,Serbia,32.14285714,53.57142857,34892
Surrey,British Columbia,Canada,71.73913043,33.33333333,568322
Bansko,Blagoevgrad Province,Bulgaria,100,0,
Barcelona,Anzoategui,Venezuela,12.5,50,448016
Ambleside,England,United Kingdom,87.5,50,
Everett,Washington,United States of America,88.63636364,32.14285714,
Sumperk,,Czech Republic,75,50,
Zory,Silesian Voivodeship,Poland,25,50,
Mersa Matruh,Matrouh Governorate,Egypt,87.5,37.5,
Petrinja,Sisak-Moslavina County,Croatia,75,50,19950
Kutina,Sisak-Moslavina County,Croatia,45,25,19601
Novalja,Lika-Senj County,Croatia,50,50,
Agrinio,West Greece Region,Greece,75,50,50690
Solihull,England,United Kingdom,100,0,206674
Ogulin,,Croatia,100,0,12246
Delnice,Primorje-Gorski Kotar County,Croatia,100,0,
Novska,Sisak-Moslavina County,Croatia,100,0,11137
Slunj,,Croatia,100,0,
Columbia,Maryland,United States of America,100,25,
Pingdingshan,Henan,People's Republic of China,15,75,
Xinxiang,Henan,People's Republic of China,0,100,
Jiaozuo,Henan,People's Republic of China,0,50,
Puyang,Henan,People's Republic of China,0,50,
Xuchang,Henan,People's Republic of China,0,50,
Luohe,Henan,People's Republic of China,0,50,
Sanmenxia,Henan,People's Republic of China,0,50,
Nanyang,Henan,People's Republic of China,0,50,
Shangqiu,Henan,People's Republic of China,0,50,
Xinyang,Henan,People's Republic of China,0,50,
Airdrie,Alberta,Canada,62.5,25,74100
Changde,Hunan,People's Republic of China,0,50,
Yiyang,Hunan,People's Republic of China,0,50,
Chenzhou,Hunan,People's Republic of China,0,50,
Aksu,Xinjiang,People's Republic of China,75,100,
Welland,Ontario,Canada,45,45,69302
Oakville,Ontario,Canada,80,33.33333333,213759
Milton,Ontario,Canada,81.81818182,29.54545455,132979
Panzhihua,Sichuan,People's Republic of China,0,50,
Luzhou,Sichuan,People's Republic of China,0,50,
Deyang,Sichuan,People's Republic of China,0,50,
Mianyang,Sichuan,People's Republic of China,10.71428571,87.5,
Guangyuan,Sichuan,People's Republic of China,0,50,
Suining,Sichuan,People's Republic of China,0,50,
Leshan,Sichuan,People's Republic of China,0,50,
Nanchong,Sichuan,People's Republic of China,0,50,
Temple,Texas,United States of America,100,0,
Yibin,Sichuan,People's Republic of China,0,50,
Dazhou,Sichuan,People's Republic of China,0,50,
Ya'an,Sichuan,People's Republic of China,0,50,
Figueira da Foz,Coimbra,Portugal,93.75,25,62125
Caernarfon,Wales,United Kingdom,62.5,12.5,9615
Sangli,Maharashtra,India,47.22222222,62.5,
Bellingham,Washington,United States of America,94.73684211,30,
Gmunden,Upper Austria,Austria,100,50,13191
Nymburk,,Czech Republic,75,50,
Chingola,Copperbelt Province,Zambia,75,100,147448
Alverca do Ribatejo,Lisbon,Portugal,50,0,
Chico,California,United States of America,72.5,50,
Alton,Illinois,United States of America,25,75,
Am Timan,Salamat Region,Chad,100,0,38261
Amargosa Valley,Nevada,United States of America,25,100,
Moncton,New Brunswick,Canada,83.33333333,23.52941176,119785
Chetumal,Quintana Roo,Mexico,75,50,169028
Wagga Wagga,New South Wales,Australia,75,20,49686
Sao Joao de Meriti,Rio de Janeiro,Brazil,0,75,
Ulhasnagar,Maharashtra,India,10.86956522,73.91304348,506098
Ostroleka,Masovian Voivodeship,Poland,62.5,50,
Muzaffarabad,,Pakistan,33.33333333,66.66666667,96000
Burrel,Diber County,Albania,100,62.5,10862
Bedzin,Silesian Voivodeship,Poland,65,0,
Barueri,Sao Paulo,Brazil,50,50,316473
Grand Island,Nebraska,United States of America,75,0,
Kenosha,Wisconsin,United States of America,87.5,12.5,
White Plains,New York,United States of America,37.5,62.5,
Urbana,Illinois,United States of America,87.5,12.5,
Cape Coral,Florida,United States of America,75,25,
Spisska Nova Ves,Kosice Region,Slovakia,62.5,50,
Sault Ste. Marie,Ontario,Canada,50,53.33333333,72051
Geel,Flemish Region,Belgium,87.5,50,41146
Bahir Dar,Amhara Region,Ethiopia,50,50,243300
Enugu,Enugu State,Nigeria,5,100,715774
Great Falls,Montana,United States of America,75,25,
Ta'izz,Ta'izz Governorate,Yemen,0,100,615467
Sylhet,Sylhet Division,Bangladesh,50,53.33333333,479837
Americana,Sao Paulo,Brazil,25,75,242018
Kurashiki,Okayama Prefecture,Japan,50,50,474862
Nova Friburgo,Rio de Janeiro,Brazil,100,0,189937
Huancayo,Junin,Peru,75,75,378203
Ames,Iowa,United States of America,66.66666667,50,
Kolin,,Czech Republic,75,50,
Prerov,,Czech Republic,62.5,50,
Prostejov,,Czech Republic,50,50,
Hadera,Haifa District,Israel,25,50,95700
Kamloops,British Columbia,Canada,71.42857143,25,97902
Macae,Rio de Janeiro,Brazil,100,37.5,
Ibiza,Balearic Islands,Spain,68.75,50,51996
Bridgewater,Nova Scotia,Canada,100,0,8790
Rochdale,England,United Kingdom,50,0,110194
Alor Setar,Kedah,Malaysia,70.83333333,41.66666667,217000
Wolfville,Nova Scotia,Canada,75,0,
Backa Palanka,,Serbia,62.5,50,25476
Aktobe,Aktobe Region,Kazakhstan,25,87.5,
Kiskunfelegyhaza,Bacs-Kiskun County,Hungary,100,75,28803
Kenitra,Rabat-Sale-Kenitra,Morocco,40.625,71.42857143,431282
Toowoomba,Queensland,Australia,86.66666667,10,108398
Riobamba,Chimborazo Province,Ecuador,100,75,177213
Spanish Fork,Utah,United States of America,75,0,
Logan,Utah,United States of America,67.85714286,0,
Tooele,Utah,United States of America,100,50,
Farmington,Utah,United States of America,100,50,
Lewiston,Utah,United States of America,75,0,
Villach,Carinthia,Austria,85.41666667,11.25,65127
Algeciras,Andalusia,Spain,75,50,123639
Berkeley,California,United States of America,79.16666667,36.11111111,
Karaganda,Karaganda Region,Kazakhstan,16.66666667,66.66666667,
Marbella,Andalusia,Spain,94.64285714,42.85714286,156295
Port Perry,Ontario,Canada,100,37.5,9553
Ann Arbor,Michigan,United States of America,76.31578947,51.78571429,
Pasadena,California,United States of America,65,20,
Key West,Florida,United States of America,100,0,
Leoben,Styria,Austria,80,75,24645
Ferrol,Galicia,Spain,100,50,63890
Aveiro,Aveiro,Portugal,67.1875,46.66666667,78450
Duluth,Minnesota,United States of America,96.42857143,25,
Glendale,California,United States of America,77.5,45.83333333,
Liupanshui,Guizhou,People's Republic of China,0,50,
Anshun,Guizhou,People's Republic of China,37.5,50,
San Bernardino,California,United States of America,0,50,
Tongren,Guizhou,People's Republic of China,25,50,
Pavlodar,Pavlodar Region,Kazakhstan,0,75,343091
Pensacola,Florida,United States of America,66.17647059,53.125,
Kufstein,Tyrol,Austria,87.5,50,19126
Cedar Rapids,Iowa,United States of America,89.28571429,25,
Baden bei Wien,Lower Austria,Austria,87.5,50,
Evansville,Indiana,United States of America,68.75,37.5,
Kansas City,Kansas,United States of America,68.75,31.25,
Rochester,Minnesota,United States of America,80.55555556,62.5,
Mountain View,California,United States of America,91.66666667,33.33333333,
Pomona,California,United States of America,37.5,75,
South Bend,Indiana,United States of America,92.85714286,33.33333333,
Atyrau,Atyrau Region,Kazakhstan,28.57142857,60.71428571,
Minot,North Dakota,United States of America,68.75,75,
Monterey,California,United States of America,91.66666667,34.375,
Klosterneuburg,Lower Austria,Austria,62.5,50,27058
Wolfsberg,Carinthia,Austria,100,50,25035
Barakaldo,Basque Autonomous Community,Spain,87.5,50,
Leonding,Upper Austria,Austria,100,0,28698
Iowa City,Iowa,United States of America,83.33333333,37.5,
Benidorm,Community of Valencia,Spain,80.55555556,50,72342
St. Augustine,Florida,United States of America,87.5,62.5,
Gainesville,Florida,United States of America,87.5,34.375,
Palm Springs,California,United States of America,43.75,87.5,
Salinas,California,United States of America,100,50,
Ontario,California,United States of America,33.33333333,25,
Eureka,California,United States of America,100,0,
Oceanside,California,United States of America,75,75,
Palmdale,California,United States of America,32.14285714,50,
Kostanay,Kostanay Region,Kazakhstan,0,75,
Torrance,California,United States of America,75,0,
Sioux City,Iowa,United States of America,100,50,
Tulln an der Donau,Lower Austria,Austria,87.5,50,
Schwechat,Lower Austria,Austria,87.5,50,18026
Bloomington,Indiana,United States of America,83.33333333,55,
Ventura,California,United States of America,85,35,
Concord,California,United States of America,62.5,12.5,
Flint,Michigan,United States of America,62.5,87.5,
Gulfport,Mississippi,United States of America,100,0,
Daytona Beach,Florida,United States of America,96.42857143,46.42857143,
Biloxi,Mississippi,United States of America,100,50,
Fort Collins,Colorado,United States of America,86.84210526,35,
Alameda,California,United States of America,62.5,37.5,
Sri Ganganagar,Rajasthan,India,50,44.44444444,
Adoni,,India,0,100,
Carlsbad,California,United States of America,75,25,
Hayward,California,United States of America,87.5,25,
Fontana,California,United States of America,45,35,
Santa Clarita,California,United States of America,87.5,31.25,228673
Canton,Ohio,United States of America,83.33333333,25,
Roseville,California,United States of America,93.75,40,
Anderson,Indiana,United States of America,90,25,
Sarasota,Florida,United States of America,90.38461538,25,
Williamsburg,Virginia,United States of America,100,0,
Winchester,Virginia,United States of America,100,50,
Terre Haute,Indiana,United States of America,75,12.5,
Andover,England,United Kingdom,92.5,25,50887
Walnut Creek,California,United States of America,83.33333333,8.333333333,
Lawrence,Kansas,United States of America,87.5,50,
Owensboro,Kentucky,United States of America,60.71428571,66.66666667,
Kronach,Bavaria,Germany,87.5,50,16906
Knittelfeld,Styria,Austria,75,50,12626
Carson,California,United States of America,25,100,
Corona,California,United States of America,50,37.5,
Lancaster,California,United States of America,87.5,12.5,
Fullerton,California,United States of America,100,25,
Victorville,California,United States of America,85.71428571,50,
Antioch,California,United States of America,0,75,
Redding,California,United States of America,72.22222222,45.83333333,
Rancho Cucamonga,California,United States of America,66.66666667,16.66666667,
El Centro,California,United States of America,78.57142857,66.66666667,
Visalia,California,United States of America,40,75,
Manzini,Manzini Region,Eswatini,100,62.5,110508
Idaho Falls,Idaho,United States of America,95.83333333,16.66666667,
Wrexham,Wales,United Kingdom,83.33333333,0,
Qujing,Yunnan,People's Republic of China,25,50,
Ekibastuz,Pavlodar Region,Kazakhstan,25,50,159760
Yuxi,Yunnan,People's Republic of China,25,50,
Xianyang,Shaanxi,People's Republic of China,0,50,
Tubize,Wallonia,Belgium,100,0,25914
Bendigo,Victoria,Australia,0,100,103034
Bad Arolsen,Hesse,Germany,100,50,
Bauska,,Latvia,75,50,9797
Tyler,Texas,United States of America,66.66666667,45.83333333,
Merced,California,United States of America,87.5,50,
Costa Mesa,California,United States of America,56.25,40,
Yakima,Washington,United States of America,78.125,31.25,
Ilam,Ilam Province,Iran,0,50,
Coeur d'Alene,Idaho,United States of America,79.16666667,50,
Moscow,Idaho,United States of America,37.5,62.5,
Shah Alam,Selangor,Malaysia,42.30769231,68.75,584340
Ogbomosho,Oyo State,Nigeria,50,0,1032000
Overland Park,Kansas,United States of America,98.21428571,16.66666667,
Lewiston,Maine,United States of America,100,50,
Coatzacoalcos,Veracruz,Mexico,50,83.33333333,319187
Rishikesh,Uttarakhand,India,37.5,87.5,
Khorramabad,Lorestan Province,Iran,50,75,
Humenne,Presov Region,Slovakia,62.5,25,31359
Uherske Hradiste,,Czech Republic,45,0,
Vereeniging,Gauteng,South Africa,8.333333333,100,99000
Lawton,Oklahoma,United States of America,100,50,
Tottenham,England,United Kingdom,30,20,129237
Vila Real,Vila Real,Portugal,100,6.25,51850
Guelph,Ontario,Canada,86.9047619,26.47058824,144356
Ayacucho,Ayacucho,Peru,100,0,216444
Chaves,Vila Real,Portugal,100,25,41243
Franca,Sao Paulo,Brazil,100,50,352537
Clausthal-Zellerfeld,Lower Saxony,Germany,100,50,15286
Ouarzazate,Draa-Tafilalet,Morocco,25,100,
Redwood City,California,United States of America,100,0,
Coral Springs,Florida,United States of America,100,50,
Decatur,Illinois,United States of America,70.83333333,37.5,
Mission Viejo,California,United States of America,75,75,
Fort Myers,Florida,United States of America,70.58823529,85,
Veurne,Flemish Region,Belgium,87.5,50,12295
Rochester,England,United Kingdom,95.83333333,0,62982
Vsetin,,Czech Republic,62.5,50,
Tongchuan,Shaanxi,People's Republic of China,0,50,
Baoji,Shaanxi,People's Republic of China,0,50,
Bad Waldsee,Baden-Wurttemberg,Germany,100,50,20630
Hanzhong,Shaanxi,People's Republic of China,0,100,
Ankang,Shaanxi,People's Republic of China,25,75,
Albany,Oregon,United States of America,75,12.5,
Chimbote,Ancash,Peru,0,100,291408
Veraval,Gujarat,India,0,100,
Varamin,Tehran Province,Iran,0,50,
Nakhon Pathom,Nakhon Pathom,Thailand,25,62.5,78780
Sahiwal,Punjab,Pakistan,75,25,247706
Presidente Prudente,Sao Paulo,Brazil,68.75,12.5,225668
Passo Fundo,Rio Grande do Sul,Brazil,50,75,206224
Koror,,Palau,100,0,8744
Bamenda,Northwest,Cameroon,15,92.85714286,2000000
Tsetserleg,Arkhangai Province,Mongolia,0,50,18519
Ajman,Emirate of Ajman,United Arab Emirates,44.64285714,42.30769231,
Naxos,,Greece,100,50,
Encinitas,California,United States of America,75,12.5,
Jinchang,Gansu,People's Republic of China,20,0,
Tianshui,Gansu,People's Republic of China,0,50,
Pingliang,Gansu,People's Republic of China,0,50,
Hohhot,Inner Mongolia,People's Republic of China,0,50,
Weilheim in Oberbayern,Bavaria,Germany,100,50,
Alexandria,Minnesota,United States of America,100,25,
La Vega,La Vega Province,Dominican Republic,33.33333333,93.75,220279
Portimao,,Portugal,90,35,55614
Arnprior,Ontario,Canada,100,25,11305
Bordj Bou Arreridj,Bordj Bou Arreridj Province,Algeria,62.5,0,168346
Royal Leamington Spa,England,United Kingdom,92.85714286,0,55733
Dunakeszi,Pest County,Hungary,50,0,43061
Twin Falls,Idaho,United States of America,75,75,
Merrillville,Indiana,United States of America,87.5,50,
Warwick,England,United Kingdom,89.28571429,25,32719
Yeovil,England,United Kingdom,62.5,37.5,49698
Vila Nova de Famalicao,Braga,Portugal,100,50,
Buckow,Brandenburg,Germany,87.5,50,
Pila,Greater Poland Voivodeship,Poland,53.125,0,
Ankeny,Iowa,United States of America,100,50,
Annan,Scotland,United Kingdom,50,50,8780
Kos,,Greece,100,25,19432
Bozeman,Montana,United States of America,100,5.555555556,
Baotou,Inner Mongolia,People's Republic of China,28.57142857,33.33333333,
Wuhai,Inner Mongolia,People's Republic of China,0,50,
Chifeng,Inner Mongolia,People's Republic of China,0,50,
Senta,,Serbia,25,75,20302
Qinzhou,Guangxi,People's Republic of China,0,50,
Guigang,Guangxi,People's Republic of China,12.5,50,
Greenville,South Carolina,United States of America,91.25,18.33333333,
Warri,Delta State,Nigeria,0,100,363382
New Braunfels,Texas,United States of America,100,31.25,
Pittsfield,Illinois,United States of America,100,50,
Lapu-Lapu,,Philippines,12.5,87.5,
Wheaton,Illinois,United States of America,100,0,
Macomb,Illinois,United States of America,75,0,
McHenry,Illinois,United States of America,75,75,
Lockport,Illinois,United States of America,100,0,
Quincy,Illinois,United States of America,91.66666667,25,
Upington,,South Africa,100,12.5,121189
Corning,New York,United States of America,100,37.5,
Kilmarnock,Scotland,United Kingdom,75,16.66666667,46350
Telford,England,United Kingdom,90.625,31.25,142723
Mariapocs,Szabolcs-Szatmar-Bereg County,Hungary,100,0,
Calbayog,,Philippines,75,50,
Crystal Lake,Illinois,United States of America,68.75,25,
Bloomington,Illinois,United States of America,93.75,25,
Collinsville,Illinois,United States of America,75,25,
Rock Island,Illinois,United States of America,79.16666667,50,
Champaign,Illinois,United States of America,58.33333333,33.33333333,
Mount Vernon,Illinois,United States of America,100,0,
Labasa,Northern Division,Fiji,50,100,27949
Morden,Manitoba,Canada,25,50,9929
Burlington,Iowa,United States of America,87.5,37.5,
DeKalb,Illinois,United States of America,75,50,
Cabudare,Lara,Venezuela,0,100,70578
Orange,New South Wales,Australia,100,0,38097
Gulu,,Uganda,100,0,152276
Satara,Maharashtra,India,87.5,56.25,
Bradenton,Florida,United States of America,83.33333333,42.85714286,
Antsirabe,,Madagascar,0,100,265018
Hazel Park,Michigan,United States of America,25,25,
Owerri,Imo State,Nigeria,10,100,908109
Kissimmee,Florida,United States of America,70,68.75,
Udupi,Karnataka,India,50,37.5,
Fort Pierce,Florida,United States of America,75,0,
Stara Pazova,,Serbia,62.5,50,71931
Deerfield Beach,Florida,United States of America,91.66666667,36.11111111,
Paso Robles,California,United States of America,100,75,
Kuala Belait,Belait District,Brunei,12.5,100,4259
Kharagpur,West Bengal,India,50,55.76923077,207604
Kharagpur,West Bengal,India,50,55.76923077,35739
Germantown,Tennessee,United States of America,100,25,
Prince George,British Columbia,Canada,58.33333333,41.66666667,76708
Nachod,,Czech Republic,100,50,
Spisska Stara Ves,Presov Region,Slovakia,12.5,50,
Farah,Farah,Afghanistan,100,0,
Bintulu,Sarawak,Malaysia,39.28571429,60,114058
General Santos,,Philippines,66.66666667,66.66666667,697315
Mandurah,Western Australia,Australia,37.5,62.5,90306
Ialoveni,Ialoveni District,Moldova,25,75,12515
Gore,Southland Region,New Zealand,60,100,
Florence,South Carolina,United States of America,100,50,
Balneario Camboriu,Santa Catarina,Brazil,25,87.5,
Yucaipa,California,United States of America,50,75,
Loei,Loei,Thailand,37.5,50,22339
